ms_zoning,neighborhood,condition_2,overall_qual,roof_matl,mas_vnr_area,exter_qual,bsmt_qual,heating_qc,central_air,electrical,kitchen_qual,totrms_abvgrd,functional,garage_type,garage_finish,garage_area,paved_drive,sale_type,saleprice,age,total_hse_area,total_bathrms
RM,MeadowV,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,4,Typ,Attchd,Unf,336.0,Y,WD ,85000,34,1648.0,1.5
RM,OldTown,Norm,7,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,288.0,Y,WD ,116900,82,1683.0,1.0
RL,NPkVill,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,7,Typ,Attchd,Unf,440.0,Y,WD ,148500,31,2296.0,2.5
RL,Edwards,Norm,4,CompShg,0.0,3,4,Fa,N,FuseA,Fa,5,Typ,Detchd,Unf,280.0,Y,WD ,80000,69,1596.0,2.0
RL,Sawyer,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,506.0,Y,WD ,152000,24,2186.0,2.0
RL,Edwards,Norm,5,CompShg,0.0,3,2,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,319.0,Y,Oth,155891,56,1373.0,1.0
RL,BrkSide,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,7,Typ,Detchd,Unf,576.0,P,WD ,165000,87,2144.0,1.0
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,4,Typ,Attchd,RFn,676.0,Y,New,204500,1,2436.0,2.0
RL,NAmes,Norm,5,CompShg,224.0,3,3,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Unf,312.0,Y,WD ,146500,65,2372.0,1.5
RL,NWAmes,Norm,7,CompShg,206.0,3,4,TA,Y,SBrkr,TA,7,Typ,Attchd,RFn,478.0,Y,COD,157000,31,2872.0,2.0
RM,OldTown,Norm,7,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,10,Typ,Detchd,Unf,342.0,Y,WD ,184000,118,3808.0,2.0
RL,Gilbert,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,393.0,Y,WD ,183200,4,2292.0,3.5
RL,Sawyer,Norm,5,CompShg,116.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,288.0,Y,WD ,139000,47,2184.0,1.5
RL,NoRidge,Norm,7,CompShg,651.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,983.0,Y,WD ,341000,15,3729.0,3.5
RM,BrDale,Norm,6,CompShg,504.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,264.0,Y,COD,96000,39,1470.0,1.5
RM,Edwards,Norm,4,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,5,Typ,Attchd,RFn,440.0,Y,WD ,140000,7,2242.0,2.0
RM,OldTown,Norm,6,CompShg,0.0,3,3,TA,Y,FuseA,TA,6,Typ,Attchd,Unf,923.0,Y,WD ,149700,53,2148.0,2.0
RL,NWAmes,Norm,5,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,6,Typ,Attchd,RFn,495.0,Y,WD ,153500,31,2130.0,2.5
A (agr),IDOTRR,Norm,1,CompShg,0.0,2,3,Po,N,FuseA,Fa,4,Sal,Attchd,Unf,487.0,N,WD ,13100,56,733.0,1.0
RL,CollgCr,Norm,7,CompShg,252.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,543.0,Y,WD ,224900,5,2652.0,3.5
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,453.0,Y,WD ,176000,1,2523.0,2.0
RL,NoRidge,Norm,8,CompShg,337.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,Fin,541.0,Y,WD ,285000,15,4555.0,2.5
RL,Somerst,Norm,8,CompShg,84.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,754.0,Y,WD ,282922,0,2949.0,3.0
RL,NAmes,Norm,7,CompShg,309.0,3,3,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,487.0,Y,WD ,226000,40,3081.0,2.5
RL,StoneBr,Norm,8,CompShg,466.0,5,5,Ex,Y,SBrkr,Ex,10,Typ,BuiltIn,Fin,666.0,Y,New,361919,0,3810.0,2.5
RL,StoneBr,Norm,9,CompShg,600.0,4,5,Ex,Y,SBrkr,Ex,11,Typ,BuiltIn,Fin,670.0,Y,New,457347,1,4196.0,4.5
RL,ClearCr,Norm,8,WdShngl,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,529.0,Y,WD ,279000,31,2709.0,2.5
RL,Mitchel,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,Gd,5,Typ,Attchd,RFn,714.0,Y,WD ,196000,32,3134.0,3.0
RL,NWAmes,Norm,7,CompShg,189.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,479.0,Y,WD ,152000,33,2460.0,2.0
RL,NAmes,Norm,5,CompShg,368.0,3,3,TA,Y,SBrkr,TA,12,Typ,Detchd,Unf,968.0,Y,WD ,200000,40,3882.0,4.5
RL,CollgCr,Norm,8,CompShg,198.0,4,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,Fin,754.0,Y,New,294900,1,3160.0,3.5
RL,SawyerW,Norm,7,CompShg,140.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,788.0,Y,New,224243,1,2900.0,2.0
RL,Edwards,Norm,6,CompShg,0.0,3,2,TA,Y,FuseF,TA,7,Typ,Detchd,Unf,528.0,N,WD ,92000,91,2170.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,400.0,Y,New,179540,0,2184.0,2.5
RL,NridgHt,Norm,10,CompShg,922.0,5,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,Fin,968.0,Y,WD ,386250,6,4784.0,2.0
RM,MeadowV,Norm,4,CompShg,0.0,3,4,TA,Y,SBrkr,TA,4,Typ,BuiltIn,Fin,297.0,Y,WD ,106500,37,1522.0,2.0
FV,Somerst,Norm,10,CompShg,160.0,5,5,Ex,Y,SBrkr,Ex,10,Typ,Attchd,Fin,812.0,Y,WD ,310000,1,3024.0,3.5
RL,NoRidge,Norm,7,CompShg,275.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,Fin,600.0,Y,WD ,252000,9,3451.0,2.5
RL,Crawfor,Norm,7,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Detchd,Unf,240.0,Y,WD ,164000,66,2564.0,2.0
RL,Gilbert,Norm,7,CompShg,16.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,400.0,Y,New,177594,0,2184.0,2.5
RM,BrkSide,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Detchd,Fin,624.0,P,WD ,123900,74,1568.0,1.0
RL,Crawfor,Norm,6,CompShg,0.0,3,4,TA,N,FuseA,TA,10,Typ,Detchd,Unf,864.0,N,WD ,239000,89,3994.0,3.5
RL,Mitchel,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,7,Typ,Attchd,Unf,528.0,Y,WD ,169000,45,2332.0,2.0
RL,Blmngtn,Norm,7,CompShg,18.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,420.0,Y,WD ,234000,3,2931.0,2.0
RL,Mitchel,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,RFn,541.0,Y,WD ,173000,32,2244.0,2.5
RL,NAmes,Norm,6,CompShg,180.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Attchd,Fin,480.0,Y,WD ,149000,40,2008.0,2.0
RL,SawyerW,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,483.0,Y,WD ,170000,1,2324.0,2.0
FV,Somerst,Norm,7,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,529.0,Y,New,225000,1,2872.0,2.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,300.0,Y,WD ,144900,45,1920.0,2.0
RL,Edwards,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,336.0,Y,WD ,144000,42,2392.0,2.0
RL,Blmngtn,Norm,8,CompShg,16.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,430.0,Y,WD ,192000,6,2525.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,4,3,Gd,Y,SBrkr,Gd,5,Typ,Attchd,Unf,230.0,Y,WD ,145500,57,2062.0,2.0
RL,OldTown,Norm,4,CompShg,0.0,3,2,Ex,Y,SBrkr,Fa,5,Typ,Attchd,Unf,280.0,Y,WD ,86900,106,1168.0,1.0
RL,NAmes,Norm,6,CompShg,90.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,RFn,505.0,Y,WD ,149500,56,3010.0,2.0
RL,Crawfor,Norm,5,CompShg,0.0,3,2,Ex,Y,SBrkr,Fa,5,Typ,Basment,Unf,240.0,Y,WD ,119750,69,1874.0,1.0
RL,CollgCr,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,564.0,Y,New,173900,1,2250.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,368.0,Y,COD,136500,45,2100.0,2.0
RL,StoneBr,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,Fin,618.0,Y,WD ,270000,12,4749.0,2.5
RL,ClearCr,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,4,Typ,Attchd,RFn,564.0,Y,WD ,235000,48,2854.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Typ,BuiltIn,RFn,400.0,Y,WD ,156000,10,1814.0,2.5
RL,SawyerW,Norm,5,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Detchd,Unf,576.0,Y,WD ,153000,6,2228.0,3.0
RM,Mitchel,Norm,6,CompShg,425.0,3,5,Ex,Y,SBrkr,TA,5,Typ,Attchd,Fin,402.0,Y,WD ,165000,10,2448.0,3.0
RL,StoneBr,Norm,9,CompShg,245.0,4,4,Ex,Y,SBrkr,Ex,11,Typ,BuiltIn,Fin,656.0,Y,WD ,325000,3,3626.0,2.5
RL,Crawfor,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,528.0,Y,WD ,140000,66,2083.0,2.0
RM,IDOTRR,Norm,6,CompShg,234.0,3,3,Fa,Y,SBrkr,TA,9,Typ,Attchd,Unf,658.0,Y,WD ,202500,44,3035.0,3.0
RL,NridgHt,Norm,9,CompShg,766.0,5,5,Ex,Y,SBrkr,Ex,7,Typ,Attchd,Fin,1052.0,Y,New,367294,0,3404.0,2.5
RL,Timber,Norm,6,CompShg,219.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,600.0,Y,WD ,175000,20,2970.0,3.0
RL,Crawfor,Norm,7,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,7,Typ,Detchd,Unf,642.0,Y,WD ,140000,91,2473.0,2.0
RL,Timber,Norm,7,CompShg,0.0,3,4,Gd,Y,SBrkr,Gd,6,Typ,Attchd,Unf,528.0,Y,WD ,174000,22,2505.0,2.5
RL,Gilbert,Norm,7,CompShg,182.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,400.0,Y,WD ,190000,3,2022.0,3.0
RM,OldTown,Norm,5,CompShg,0.0,4,3,Ex,Y,SBrkr,TA,7,Typ,None,None,0.0,N,WD ,129000,99,1968.0,2.0
RL,NAmes,Norm,6,CompShg,136.0,3,3,Gd,Y,SBrkr,Gd,6,Typ,Attchd,RFn,510.0,Y,WD ,200000,48,3244.0,2.5
RL,NAmes,Norm,6,CompShg,576.0,3,4,TA,Y,SBrkr,Gd,8,Typ,Attchd,Fin,509.0,Y,WD ,193500,41,3038.0,2.5
RL,NAmes,Norm,6,CompShg,260.0,3,4,Ex,Y,SBrkr,TA,6,Typ,Attchd,RFn,504.0,Y,WD ,145000,44,2184.0,2.0
RL,Crawfor,Norm,7,CompShg,270.0,4,3,Ex,Y,FuseA,TA,7,Typ,Detchd,Unf,451.0,Y,WD ,218000,77,2693.0,2.0
RL,Edwards,Norm,5,CompShg,232.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Attchd,RFn,569.0,Y,WD ,135000,54,1488.0,1.0
RL,NAmes,Norm,5,CompShg,150.0,3,3,Ex,Y,SBrkr,TA,6,Min1,Attchd,RFn,240.0,Y,WD ,146500,54,3068.0,2.0
RL,NridgHt,Norm,6,CompShg,256.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,460.0,Y,WD ,194700,2,2724.0,2.0
FV,Somerst,Norm,7,CompShg,210.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,462.0,Y,New,230348,1,2436.0,3.0
RM,OldTown,Norm,6,CompShg,0.0,3,2,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,288.0,Y,WD ,109500,87,2192.0,2.0
RL,Mitchel,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,Fa,6,Typ,Attchd,Fin,576.0,Y,WD ,242500,27,3250.0,2.5
RL,StoneBr,Norm,7,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,5,Typ,Attchd,RFn,504.0,Y,WD ,239000,19,2831.0,3.0
RL,NAmes,Norm,6,CompShg,176.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,286.0,Y,WD ,156000,52,2100.0,2.0
RL,NAmes,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,352.0,Y,WD ,109008,51,1814.0,1.0
RM,IDOTRR,Norm,2,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Maj2,Detchd,Unf,256.0,N,WD ,68104,68,845.0,1.0
RL,NoRidge,Norm,8,CompShg,466.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,751.0,Y,WD ,290000,13,3743.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,6,Typ,Attchd,RFn,504.0,Y,ConLD,159000,44,2418.0,2.0
RL,BrkSide,Feedr,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Basment,Unf,231.0,Y,WD ,87000,71,1254.0,1.0
RL,CollgCr,Norm,8,CompShg,479.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,670.0,Y,WD ,272000,9,3182.0,3.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,502.0,Y,New,198000,1,2672.0,3.0
RM,OldTown,Norm,4,CompShg,0.0,3,3,Gd,Y,FuseA,TA,8,Mod,Detchd,Unf,440.0,Y,WD ,119164,68,2457.0,2.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Min2,None,None,0.0,N,WD ,93000,52,1124.0,1.0
RL,Gilbert,Norm,7,CompShg,647.0,4,4,Ex,Y,SBrkr,TA,8,Typ,Attchd,RFn,431.0,Y,WD ,226750,8,2874.0,2.5
RL,OldTown,Artery,3,CompShg,0.0,3,2,TA,Y,SBrkr,TA,7,Typ,CarPort,Unf,420.0,Y,WD ,95000,109,2677.0,3.0
RM,BrkSide,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,312.0,P,WD ,139900,62,2196.0,1.5
RL,BrkSide,Norm,3,CompShg,0.0,3,3,Ex,Y,SBrkr,Fa,6,Mod,None,None,0.0,Y,WD ,76500,70,2034.0,1.0
RL,OldTown,Norm,4,CompShg,0.0,4,3,Gd,Y,SBrkr,TA,4,Typ,Detchd,Unf,308.0,N,WD ,86900,68,1344.0,1.0
RL,Mitchel,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,257.0,Y,WD ,152500,40,2273.0,2.0
RL,Edwards,Norm,4,CompShg,115.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,RFn,286.0,Y,WD ,99000,55,1841.0,1.0
RL,BrkSide,Norm,4,CompShg,0.0,2,3,Gd,Y,SBrkr,Fa,5,Typ,None,None,0.0,Y,WD ,82500,69,1128.0,1.0
RL,SawyerW,Norm,6,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,5,Typ,Attchd,RFn,529.0,Y,WD ,179200,15,3150.0,3.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Attchd,Fin,286.0,Y,WD ,142500,40,2118.0,2.0
RL,Sawyer,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,440.0,N,WD ,115400,43,2010.0,2.0
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,650.0,Y,WD ,226000,6,2986.0,3.5
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,4,Typ,Detchd,RFn,480.0,Y,WD ,144152,1,1800.0,2.5
RL,NridgHt,Norm,8,CompShg,221.0,4,5,Ex,Y,SBrkr,Gd,9,Typ,BuiltIn,Fin,795.0,Y,WD ,370000,5,4455.0,2.5
RL,Mitchel,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,Gd,5,Typ,Attchd,Unf,495.0,Y,WD ,149900,26,1666.0,2.0
RL,Gilbert,Norm,6,CompShg,0.0,4,4,Gd,Y,SBrkr,TA,8,Typ,Attchd,RFn,429.0,Y,New,172785,0,2184.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,5,Typ,Detchd,RFn,720.0,Y,WD ,129000,57,1728.0,2.0
RL,NWAmes,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,7,Typ,Attchd,Unf,435.0,Y,WD ,181000,30,2948.0,2.0
RL,NAmes,Norm,5,CompShg,272.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Basment,RFn,300.0,Y,WD ,148000,50,2428.0,2.0
RL,Edwards,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,4,Typ,None,None,0.0,N,WD ,117250,4,1828.0,2.0
RL,Blmngtn,Norm,7,CompShg,16.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,430.0,Y,WD ,192500,4,2928.0,2.0
RM,Blueste,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,Fin,452.0,Y,COD,151000,28,2272.0,3.5
RL,CollgCr,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,461.0,Y,WD ,112500,35,1764.0,2.0
RL,BrkSide,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Maj1,Detchd,Unf,495.0,Y,WD ,144000,87,2082.0,1.0
RL,NridgHt,Norm,9,CompShg,714.0,5,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,RFn,944.0,Y,New,370967,1,3600.0,3.0
RL,NPkVill,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,Gd,6,Typ,Attchd,Unf,440.0,Y,WD ,149900,35,2311.0,2.5
RL,CollgCr,Norm,7,CompShg,95.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,493.0,Y,WD ,195000,7,2491.0,2.5
RL,Gilbert,Norm,7,CompShg,170.0,3,4,Gd,Y,SBrkr,Gd,7,Typ,Attchd,Fin,392.0,Y,WD ,163900,15,1866.0,2.5
RL,ClearCr,Norm,6,CompShg,136.0,3,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,552.0,Y,WD ,182000,23,2712.0,2.0
RL,Timber,Norm,9,CompShg,246.0,5,5,Ex,Y,SBrkr,Ex,9,Typ,Attchd,Fin,780.0,Y,WD ,410000,1,4226.0,3.0
RL,Mitchel,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,672.0,Y,COD,152000,18,3177.0,3.0
RL,SawyerW,Norm,7,CompShg,172.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,462.0,Y,WD ,184000,1,2577.0,2.5
RM,Mitchel,Norm,7,CompShg,200.0,3,4,Ex,Y,SBrkr,TA,8,Typ,Attchd,Fin,784.0,Y,WD ,206300,11,2688.0,4.0
RL,Mitchel,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,2Types,Unf,928.0,Y,WD ,146500,36,3304.0,2.0
RL,NAmes,Norm,4,CompShg,0.0,3,3,TA,Y,FuseA,TA,5,Typ,Attchd,Unf,263.0,Y,WD ,108000,54,2169.0,1.0
RL,NWAmes,Norm,7,CompShg,143.0,3,3,Gd,Y,SBrkr,Gd,8,Typ,Attchd,RFn,487.0,Y,WD ,170000,38,2490.0,3.0
RM,CollgCr,Norm,6,CompShg,205.0,4,4,Ex,Y,SBrkr,Gd,3,Typ,Attchd,RFn,420.0,Y,WD ,145000,4,1696.0,2.0
RL,NPkVill,Norm,7,CompShg,0.0,3,4,TA,Y,SBrkr,TA,4,Typ,Attchd,RFn,440.0,Y,WD ,123000,34,2112.0,2.5
RL,ClearCr,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,431.0,Y,WD ,173000,12,2582.0,2.0
RM,OldTown,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Detchd,Unf,484.0,Y,WD ,105900,82,1344.0,1.0
RM,MeadowV,Norm,4,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,BuiltIn,Unf,297.0,Y,WD ,91000,36,1450.0,2.0
RL,Crawfor,Norm,5,CompShg,0.0,3,3,Fa,N,SBrkr,Fa,7,Maj2,Attchd,Unf,295.0,Y,WD ,158000,60,2590.0,3.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,572.0,Y,WD ,190000,5,2592.0,2.5
RL,Veenker,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,4,Typ,Attchd,Fin,477.0,Y,WD ,217500,13,2469.0,2.5
RM,IDOTRR,Norm,5,CompShg,162.0,3,3,Gd,Y,FuseA,TA,7,Typ,Attchd,Fin,356.0,Y,WD ,165500,50,3106.0,2.0
RL,Crawfor,Norm,7,CompShg,0.0,3,3,Ex,Y,SBrkr,Fa,7,Typ,Attchd,Unf,234.0,Y,WD ,174500,68,2268.0,1.5
RL,Edwards,Norm,4,CompShg,0.0,3,5,Gd,Y,FuseA,TA,6,Typ,Basment,Unf,312.0,Y,WD ,100000,54,1620.0,1.0
RL,NAmes,Norm,6,CompShg,108.0,3,3,TA,Y,SBrkr,Gd,6,Typ,Attchd,Unf,312.0,Y,WD ,172000,52,2658.0,1.5
RL,CollgCr,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,440.0,Y,Con,120000,32,1743.0,1.0
RH,SawyerW,Norm,4,CompShg,0.0,2,3,Gd,Y,SBrkr,TA,4,Typ,CarPort,Unf,294.0,N,WD ,82000,59,1562.0,1.0
RL,NAmes,Norm,6,CompShg,0.0,3,3,Ex,Y,FuseA,TA,6,Typ,Detchd,Unf,649.0,Y,WD ,127000,59,2096.0,1.5
RM,OldTown,Norm,6,CompShg,0.0,3,4,Fa,N,SBrkr,TA,8,Typ,Detchd,Unf,396.0,P,WD ,129500,91,2793.0,1.5
RL,StoneBr,Norm,8,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,4,Typ,Attchd,RFn,565.0,Y,COD,187500,25,2580.0,2.0
RL,CollgCr,Norm,8,CompShg,240.0,4,5,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,715.0,Y,WD ,300000,6,3564.0,3.0
RL,NWAmes,Norm,6,CompShg,252.0,3,3,Gd,Y,SBrkr,TA,8,Typ,Attchd,RFn,495.0,Y,WD ,190000,35,2818.0,2.5
RL,Edwards,Norm,4,CompShg,0.0,2,3,Fa,N,SBrkr,TA,7,Typ,Detchd,Unf,280.0,P,WD ,96000,87,2313.0,2.0
FV,Somerst,Norm,7,CompShg,100.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,438.0,Y,WD ,241000,3,2642.0,3.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Min2,Attchd,RFn,349.0,Y,WD ,143900,45,2836.0,1.5
RM,MeadowV,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,CarPort,Unf,286.0,Y,WD ,87550,36,1638.0,1.5
RL,NridgHt,Norm,9,CompShg,412.0,5,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,RFn,576.0,Y,WD ,319900,5,3504.0,3.0
RL,StoneBr,Norm,9,CompShg,184.0,4,5,Ex,Y,SBrkr,Gd,11,Typ,BuiltIn,Fin,675.0,Y,New,356383,0,3567.0,2.5
RL,CollgCr,Norm,9,CompShg,0.0,4,5,Ex,Y,SBrkr,Ex,7,Typ,Attchd,Fin,702.0,Y,WD ,239000,2,3600.0,2.0
RL,NoRidge,Norm,7,WdShake,320.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,Fin,783.0,Y,WD ,287500,15,3277.0,3.5
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,7,Typ,Detchd,Unf,660.0,Y,WD ,128500,66,2102.0,1.5
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,BuiltIn,Fin,433.0,Y,WD ,185088,6,2580.0,2.5
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,625.0,Y,WD ,229800,1,2804.0,2.0
RL,Mitchel,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,RFn,288.0,Y,WD ,124500,23,1751.0,1.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Attchd,RFn,504.0,Y,WD ,142000,38,2102.0,2.0
RL,SWISU,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,216.0,Y,WD ,149000,86,2265.0,1.0
RL,NWAmes,Norm,5,CompShg,564.0,3,3,TA,Y,SBrkr,TA,8,Typ,Detchd,Unf,506.0,Y,WD ,135000,35,3312.0,2.0
RL,NPkVill,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,RFn,440.0,Y,WD ,128000,31,2036.0,2.0
RL,NoRidge,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,10,Typ,Attchd,RFn,546.0,Y,WD ,430000,15,6428.0,4.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Fin,686.0,Y,WD ,145000,39,2080.0,2.5
RL,Crawfor,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,8,Typ,Detchd,Unf,552.0,Y,WD ,139000,97,1911.0,2.0
